Entry	Entry name	Protein names	Domain [FT]
P78357	CNTP1_HUMAN	Contactin-associated protein 1 (Caspr) (Caspr1) (Neurexin IV) (Neurexin-4) (p190)	DOMAIN 25..168;  /note="F5/8 type C";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00081"; DOMAIN 203..355;  /note="Laminin G-like 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00122"; DOMAIN 389..538;  /note="Laminin G-like 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00122"; DOMAIN 540..577;  /note="EGF-like 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 576..795;  /note="Fibrinogen C-terminal";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00739"; DOMAIN 813..956;  /note="Laminin G-like 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00122"; DOMAIN 957..996;  /note="EGF-like 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 1088..1250;  /note="Laminin G-like 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00122"
O60774	FMO6_HUMAN	Putative dimethylaniline monooxygenase [N-oxide-forming] 6 (EC 1.14.13.8) (Dimethylaniline oxidase 6) (Flavin-containing monooxygenase 6) (FMO 6)	
P33260	CP2CI_HUMAN	Cytochrome P450 2C18 (EC 1.14.14.1) (CYPIIC18) (Cytochrome P450-6b/29c)	
Q06828	FMOD_HUMAN	Fibromodulin (FM) (Collagen-binding 59 kDa protein) (Keratan sulfate proteoglycan fibromodulin) (KSPG fibromodulin)	DOMAIN 67..105;  /note="LRRNT"
Q8WYK1	CNTP5_HUMAN	Contactin-associated protein-like 5 (Cell recognition molecule Caspr5)	DOMAIN 30..174;  /note="F5/8 type C";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00081"; DOMAIN 180..360;  /note="Laminin G-like 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00122"; DOMAIN 367..544;  /note="Laminin G-like 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00122"; DOMAIN 546..583;  /note="EGF-like 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 584..790;  /note="Fibrinogen C-terminal";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00739"; DOMAIN 791..956;  /note="Laminin G-like 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00122"; DOMAIN 957..995;  /note="EGF-like 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 1013..1199;  /note="Laminin G-like 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00122"
Q7Z7A1	CNTRL_HUMAN	Centriolin (Centrosomal protein 1) (Centrosomal protein of 110 kDa) (Cep110)	DOMAIN 228..266;  /note="LRRCT"
Q9H2U6	CO005_HUMAN	Putative uncharacterized protein encoded by LINC00597	
A0A087X1C5	CP2D7_HUMAN	Putative cytochrome P450 2D7 (EC 1.14.14.1)	
P05181	CP2E1_HUMAN	Cytochrome P450 2E1 (EC 1.14.14.1) (4-nitrophenol 2-hydroxylase) (EC 1.14.13.n7) (CYPIIE1) (Cytochrome P450-J)	
A8K5M9	CO062_HUMAN	Uncharacterized protein C15orf62, mitochondrial	
Q8IVP5	FUND1_HUMAN	FUN14 domain-containing protein 1	
Q9ULV3	CIZ1_HUMAN	Cip1-interacting zinc finger protein (CDKN1A-interacting zinc finger protein 1) (Nuclear protein NP94) (Zinc finger protein 356)	
H3BRN8	CO065_HUMAN	Uncharacterized protein C15orf65	
P51589	CP2J2_HUMAN	Cytochrome P450 2J2 (EC 1.14.14.-) (Albendazole monooxygenase (hydroxylating)) (EC 1.14.14.74) (Albendazole monooxygenase (sulfoxide-forming)) (EC 1.14.14.73) (Arachidonic acid epoxygenase) (CYPIIJ2) (Hydroperoxy icosatetraenoate isomerase) (EC 5.4.4.7)	
Q9BWH2	FUND2_HUMAN	FUN14 domain-containing protein 2 (Cervical cancer proto-oncogene 3 protein) (HCC-3) (Hepatitis C virus core-binding protein 6)	
Q8WW14	CJ082_HUMAN	Uncharacterized protein C10orf82	
Q5VZT2	CJ113_HUMAN	Putative uncharacterized protein C10orf113	
Q8N1V8	CJ085_HUMAN	Uncharacterized protein encoded by LINC01561	
A0A1B0GUT2	CJ143_HUMAN	Uncharacterized protein C10orf143	
Q9H5F2	CK001_HUMAN	UPF0686 protein C11orf1	
Q7Z449	CP2U1_HUMAN	Cytochrome P450 2U1 (EC 1.14.14.1)	
Q8TAV5	CK045_HUMAN	Putative uncharacterized protein C11orf45	
Q9H6J7	CK049_HUMAN	UPF0705 protein C11orf49	
Q8N8P7	CK044_HUMAN	Uncharacterized protein C11orf44	
Q8IXP5	CK053_HUMAN	Uncharacterized protein C11orf53	
P09958	FURIN_HUMAN	Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE)	DOMAIN 121..435;  /note="Peptidase S8";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01240"; DOMAIN 444..576;  /note="P/Homo B";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01173"
Q9NYL5	CP39A_HUMAN	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.26) (Cytochrome P450 39A1) (hCYP39A1) (Oxysterol 7-alpha-hydroxylase)	
Q86VG3	CK074_HUMAN	Protein C11orf74 (Protein HEPIS)	
P08684	CP3A4_HUMAN	Cytochrome P450 3A4 (EC 1.14.14.1) (1,4-cineole 2-exo-monooxygenase) (1,8-cineole 2-exo-monooxygenase) (EC 1.14.14.56) (Albendazole monooxygenase (sulfoxide-forming)) (EC 1.14.14.73) (Albendazole sulfoxidase) (CYPIIIA3) (CYPIIIA4) (Cholesterol 25-hydroxylase) (Cytochrome P450 3A3) (Cytochrome P450 HLp) (Cytochrome P450 NF-25) (Cytochrome P450-PCN1) (Nifedipine oxidase) (Quinine 3-monooxygenase) (EC 1.14.14.55)	
Q3C1V1	CK091_HUMAN	Uncharacterized protein C11orf91	
Q6PI97	CK088_HUMAN	UPF0722 protein C11orf88	
Q9Y271	CLTR1_HUMAN	Cysteinyl leukotriene receptor 1 (CysLTR1) (Cysteinyl leukotriene D4 receptor) (LTD4 receptor) (G-protein coupled receptor HG55) (HMTMF81)	
Q8N0W7	FMR1N_HUMAN	Fragile X mental retardation 1 neighbor protein (Cancer/testis antigen 37) (CT37) (Sarcoma antigen NY-SAR-35)	DOMAIN 125..184;  /note="P-type"
P24462	CP3A7_HUMAN	Cytochrome P450 3A7 (EC 1.14.14.1) (CYPIIIA7) (Cytochrome P450-HFLA) (P450HLp2)	
P08123	CO1A2_HUMAN	Collagen alpha-2(I) chain (Alpha-2 type I collagen)	DOMAIN 1133..1366;  /note="Fibrillar collagen NC1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00793"
Q16832	DDR2_HUMAN	Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)	DOMAIN 30..185;  /note="F5/8 type C";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00081"; DOMAIN 563..849;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q96S95	CK2N2_HUMAN	Calcium/calmodulin-dependent protein kinase II inhibitor 2 (CaM-KII inhibitory protein) (CaM-KIIN)	
Q7Z7J9	CK2N1_HUMAN	Calcium/calmodulin-dependent protein kinase II inhibitor 1 (CaMKII inhibitory protein alpha) (CaMKIIN-alpha)	
P16278	BGAL_HUMAN	Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1)	
Q9Y6A2	CP46A_HUMAN	Cholesterol 24-hydroxylase (CH24H) (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1)	
Q96SZ6	CK5P1_HUMAN	CDK5 regulatory subunit-associated protein 1 (CDK5 activator-binding protein C42)	DOMAIN 100..220;  /note="MTTase N-terminal"; DOMAIN 515..590;  /note="TRAM"
Q96NS8	CLUP3_HUMAN	Putative protein CLUHP3 (Clustered mitochondria (cluA/CLU1) homolog pseudogene 3) (KIAA0664-like protein 3)	
Q02928	CP4AB_HUMAN	Cytochrome P450 4A11 (EC 1.14.14.1) (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (CYP4AII) (CYPIVA11) (Cytochrome P-450HK-omega) (Cytochrome P450HL-omega) (Fatty acid omega-hydroxylase) (Lauric acid omega-hydroxylase) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80)	
P10909	CLUS_HUMAN	Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]	
Q07065	CKAP4_HUMAN	Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63)	
Q14008	CKAP5_HUMAN	Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG)	
Q15582	BGH3_HUMAN	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)	DOMAIN 45..99;  /note="EMI";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00384"; DOMAIN 103..236;  /note="FAS1 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082"; DOMAIN 240..371;  /note="FAS1 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082"; DOMAIN 375..498;  /note="FAS1 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082"; DOMAIN 502..632;  /note="FAS1 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00082"
Q8TAZ6	CKLF2_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 2 (Chemokine-like factor superfamily member 2)	DOMAIN 82..204;  /note="MARVEL";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00581"
Q9UBR5	CKLF_HUMAN	Chemokine-like factor (C32)	DOMAIN 13..133;  /note="MARVEL";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00581"
Q96FZ5	CKLF7_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 7 (Chemokine-like factor superfamily member 7)	DOMAIN 40..166;  /note="MARVEL";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00581"
P0C0L5	CO4B_HUMAN	Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; C4b-B; C4d-B; Complement C4 gamma chain]	DOMAIN 702..736;  /note="Anaphylatoxin-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00022"; DOMAIN 1595..1742;  /note="NTR";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00295"
Q14031	CO4A6_HUMAN	Collagen alpha-6(IV) chain	DOMAIN 1467..1691;  /note="Collagen IV NC1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00736"
P22680	CP7A1_HUMAN	Cytochrome P450 7A1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (CYPVII) (Cholesterol 7-alpha-hydroxylase) (Cholesterol 7-alpha-monooxygenase) (EC 1.14.14.23)	
Q5U649	CL060_HUMAN	Uncharacterized protein C12orf60	
A8TX70	CO6A5_HUMAN	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)	DOMAIN 30..209;  /note="VWFA 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 236..413;  /note="VWFA 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 442..612;  /note="VWFA 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 628..797;  /note="VWFA 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 814..987;  /note="VWFA 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 1005..1178;  /note="VWFA 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 1194..1376;  /note="VWFA 7";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 1395..1446;  /note="Collagen-like 1";  /evidence="ECO:0000255"; DOMAIN 1434..1490;  /note="Collagen-like 2";  /evidence="ECO:0000255"; DOMAIN 1464..1520;  /note="Collagen-like 3";  /evidence="ECO:0000255"; DOMAIN 1524..1580;  /note="Collagen-like 4";  /evidence="ECO:0000255"; DOMAIN 1579..1629;  /note="Collagen-like 5";  /evidence="ECO:0000255"; DOMAIN 1674..1729;  /note="Collagen-like 6";  /evidence="ECO:0000255"; DOMAIN 1758..1965;  /note="VWFA 8";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 1963..2154;  /note="VWFA 9";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"; DOMAIN 2291..2487;  /note="VWFA 10";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"
A6NM10	AQ12B_HUMAN	Aquaporin-12B (AQP-12B)	
Q6UXF7	CL18B_HUMAN	C-type lectin domain family 18 member B (Mannose receptor-like protein 1)	DOMAIN 52..182;  /note="SCP"; DOMAIN 228..261;  /note="EGF-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 306..442;  /note="C-type lectin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00040"
Q8NE35	CPEB3_HUMAN	Cytoplasmic polyadenylation element-binding protein 3 (CPE-BP3) (CPE-binding protein 3) (hCPEB-3)	DOMAIN 441..532;  /note="RRM 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"; DOMAIN 549..631;  /note="RRM 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"
P07357	CO8A_HUMAN	Complement component C8 alpha chain (Complement component 8 subunit alpha)	DOMAIN 38..91;  /note="TSP type-1 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 94..132;  /note="LDL-receptor class A";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 135..498;  /note="MACPF";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00745"; DOMAIN 499..529;  /note="EGF-like"; DOMAIN 539..583;  /note="TSP type-1 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"
P41181	AQP2_HUMAN	Aquaporin-2 (AQP-2) (ADH water channel) (Aquaporin-CD) (AQP-CD) (Collecting duct water channel protein) (WCH-CD) (Water channel protein for renal collecting duct)	
O43315	AQP9_HUMAN	Aquaporin-9 (AQP-9) (Aquaglyceroporin-9) (Small solute channel 1)	
A0A2Z4LIS9	FXO3B_HUMAN	Forkhead box protein O3B	
Q8NC01	CLC1A_HUMAN	C-type lectin domain family 1 member A (C-type lectin-like receptor 1) (CLEC-1)	DOMAIN 144..258;  /note="C-type lectin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00040"
Q9Y240	CLC11_HUMAN	C-type lectin domain family 11 member A (C-type lectin superfamily member 3) (Lymphocyte secreted C-type lectin) (Osteolectin) (Stem cell growth factor) (p47)	DOMAIN 183..320;  /note="C-type lectin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00040"
Q9H799	CPLN1_HUMAN	Ciliogenesis and planar polarity effector 1 (Protein JBTS17)	
Q6UVW9	CLC2A_HUMAN	C-type lectin domain family 2 member A (Keratinocyte-associated C-type lectin) (KACL) (Proliferation-induced lymphocyte-associated receptor) (PILAR)	DOMAIN 65..174;  /note="C-type lectin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00040"
Q6EIG7	CLC6A_HUMAN	C-type lectin domain family 6 member A (C-type lectin superfamily member 10) (Dendritic cell-associated C-type lectin 2) (DC-associated C-type lectin 2) (Dectin-2)	DOMAIN 86..203;  /note="C-type lectin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00040"
Q9UQC9	CLCA2_HUMAN	Calcium-activated chloride channel regulator 2 (EC 3.4.-.-) (Calcium-activated chloride channel family member 2) (hCLCA2) (Calcium-activated chloride channel protein 3) (CaCC-3) (hCaCC-3) [Cleaved into: Calcium-activated chloride channel regulator 2, 109 kDa form; Calcium-activated chloride channel regulator 2, 35 kDa form]	DOMAIN 311..483;  /note="VWFA";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00219"
Q9BUX1	CHAC1_HUMAN	Glutathione-specific gamma-glutamylcyclotransferase 1 (Gamma-GCG 1) (EC 4.3.2.7) (Blocks Notch protein) (Botch) (Cation transport regulator-like protein 1)	
Q99218	AMELY_HUMAN	Amelogenin, Y isoform	
Q96BP2	CHCH1_HUMAN	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 (28S ribosomal protein S37, mitochondrial) (MRP-S37) (Mitochondrial small ribosomal subunit protein mS37) (Nuclear protein C2360)	DOMAIN 42..84;  /note="CHCH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01150"
Q6ZMT9	DTHD1_HUMAN	Death domain-containing protein 1	DOMAIN 167..301;  /note="ZU5 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00485"; DOMAIN 302..483;  /note="ZU5 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00485"; DOMAIN 679..764;  /note="Death";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00064"
Q96SM3	CPXM1_HUMAN	Probable carboxypeptidase X1 (EC 3.4.17.-) (Metallocarboxypeptidase CPX-1)	DOMAIN 113..274;  /note="F5/8 type C";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00081"
Q709F0	ACD11_HUMAN	Acyl-CoA dehydrogenase family member 11 (ACAD-11) (EC 1.3.8.-)	
Q13451	FKBP5_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase)	DOMAIN 42..130;  /note="PPIase FKBP-type 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00277"; DOMAIN 157..243;  /note="PPIase FKBP-type 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00277"
P56378	ATP68_HUMAN	ATP synthase subunit ATP5MPL, mitochondrial (6.8 kDa mitochondrial proteolipid protein) (MLQ) (ATP synthase membrane subunit 6.8PL)	
Q6ZU35	CRAD_HUMAN	Cancer-related regulator of actin dynamics	
Q96IX9	A26L1_HUMAN	Putative ankyrin repeat domain-containing protein 26-like 1 (Ankyrin repeat domain-containing protein 36B pseudogene 1)	
Q9NVQ4	FAIM1_HUMAN	Fas apoptotic inhibitory molecule 1	
P00846	ATP6_HUMAN	ATP synthase subunit a (F-ATPase protein 6)	
P32297	ACHA3_HUMAN	Neuronal acetylcholine receptor subunit alpha-3	
Q9BWS9	CHID1_HUMAN	Chitinase domain-containing protein 1 (Stabilin-1-interacting chitinase-like protein) (SI-CLP)	
Q96N19	G137A_HUMAN	Integral membrane protein GPR137 (Transmembrane 7 superfamily member 1-like 1 protein)	
P0DMS8	AA3R_HUMAN	Adenosine receptor A3	
O75177	CREST_HUMAN	Calcium-responsive transactivator (SS18-like protein 1) (SYT homolog 1)	
P62258	1433E_HUMAN	14-3-3 protein epsilon (14-3-3E)	
O96019	ACL6A_HUMAN	Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K)	
P11229	ACM1_HUMAN	Muscarinic acetylcholine receptor M1	
Q14738	2A5D_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta)	
P54619	AAKG1_HUMAN	5'-AMP-activated protein kinase subunit gamma-1 (AMPK gamma1) (AMPK subunit gamma-1) (AMPKg)	DOMAIN 43..103;  /note="CBS 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"; DOMAIN 125..187;  /note="CBS 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"; DOMAIN 198..260;  /note="CBS 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"; DOMAIN 272..329;  /note="CBS 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"
O60488	ACSL4_HUMAN	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4)	
P0C6C1	AN34C_HUMAN	Ankyrin repeat domain-containing protein 34C	
Q9UJX6	ANC2_HUMAN	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)	
P60709	ACTB_HUMAN	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	
O43707	ACTN4_HUMAN	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	DOMAIN 50..154;  /note="Calponin-homology (CH) 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00044"; DOMAIN 163..269;  /note="Calponin-homology (CH) 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00044"; DOMAIN 765..800;  /note="EF-hand 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 806..841;  /note="EF-hand 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"
Q9BY76	ANGL4_HUMAN	Angiopoietin-related protein 4 (Angiopoietin-like protein 4) (Hepatic fibrinogen/angiopoietin-related protein) (HFARP) [Cleaved into: ANGPTL4 N-terminal chain; ANGPTL4 C-terminal chain]	DOMAIN 179..401;  /note="Fibrinogen C-terminal";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00739"
Q7Z5M8	AB12B_HUMAN	Protein ABHD12B (EC 3.-.-.-) (Abhydrolase domain-containing protein 12B) (Alpha/beta hydrolase domain-containing protein 12B)	
Q9UBR2	CATZ_HUMAN	Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X)	
O43572	AKA10_HUMAN	A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)	DOMAIN 125..369;  /note="RGS 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00171"; DOMAIN 379..505;  /note="RGS 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00171"
Q7Z5W3	BN3D2_HUMAN	RNA 5'-monophosphate methyltransferase (EC 2.1.1.-) (BCDIN3 domain-containing protein)	DOMAIN 53..274;  /note="Bin3-type SAM";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00848"
O15078	CE290_HUMAN	Centrosomal protein of 290 kDa (Cep290) (Bardet-Biedl syndrome 14 protein) (Cancer/testis antigen 87) (CT87) (Nephrocystin-6) (Tumor antigen se2-2)	
Q8WUQ7	CATIN_HUMAN	Cactin (Renal carcinoma antigen NY-REN-24)	
P23435	CBLN1_HUMAN	Cerebellin-1 (Precerebellin) [Cleaved into: Cerebellin (CER); [des-Ser1]-cerebellin]	DOMAIN 57..193;  /note="C1q";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00368"
Q7KZN9	COX15_HUMAN	Cytochrome c oxidase assembly protein COX15 homolog	
Q5EG05	CAR16_HUMAN	Caspase recruitment domain-containing protein 16 (Caspase recruitment domain-only protein 1) (CARD-only protein 1) (Caspase-1 inhibitor COP) (Pseudo interleukin-1 beta converting enzyme) (Pseudo-ICE) (Pseudo-IL1B-converting enzyme)	DOMAIN 1..91;  /note="CARD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00046"
Q9HC77	CENPJ_HUMAN	Centromere protein J (CENP-J) (Centrosomal P4.1-associated protein) (LAG-3-associated protein) (LYST-interacting protein 1)	
P55201	BRPF1_HUMAN	Peregrin (Bromodomain and PHD finger-containing protein 1) (Protein Br140)	DOMAIN 645..715;  /note="Bromo";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00035"; DOMAIN 1085..1168;  /note="PWWP";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00162"
Q4V339	CBWD6_HUMAN	COBW domain-containing protein 6 (Cobalamin synthase W domain-containing protein 6)	DOMAIN 274..377;  /note="CobW C-terminal"
Q8IYK2	CC105_HUMAN	Coiled-coil domain-containing protein 105	
Q8TDN6	BRX1_HUMAN	Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2)	DOMAIN 60..249;  /note="Brix";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00034"
P05814	CASB_HUMAN	Beta-casein	
Q6ZU64	CFA65_HUMAN	Cilia- and flagella-associated protein 65 (Coiled-coil domain-containing protein 108)	DOMAIN 877..986;  /note="MSP";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00132"
A6NFT4	CFA73_HUMAN	Cilia- and flagella-associated protein 73 (Coiled-coil domain-containing protein 42B)	
Q96PB1	CASD1_HUMAN	N-acetylneuraminate 9-O-acetyltransferase (EC 2.3.1.45) (CAS1 domain-containing protein 1) (Sialate O-acetyltransferase) (SOAT)	
Q6NT52	CGB2_HUMAN	Choriogonadotropin subunit beta variant 2	
Q502W7	CCD38_HUMAN	Coiled-coil domain-containing protein 38	
Q8N884	CGAS_HUMAN	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)	
Q8N6G5	CGAT2_HUMAN	Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2) (Beta4GalNAcT-2) (GalNAcT-2)	
Q9H7E9	CH033_HUMAN	UPF0488 protein C8orf33	
Q5T3Y7	BVAS1_HUMAN	Putative uncharacterized protein BVES-AS1 (BVES antisense RNA 1) (BVES antisense gene protein 1)	
Q8TE59	ATS19_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 19 (ADAM-TS 19) (ADAM-TS19) (ADAMTS-19) (EC 3.4.24.-)	DOMAIN 325..545;  /note="Peptidase M12B";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00276"; DOMAIN 546..633;  /note="Disintegrin"; DOMAIN 634..686;  /note="TSP type-1 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 915..975;  /note="TSP type-1 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 976..1037;  /note="TSP type-1 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 1039..1083;  /note="TSP type-1 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 1087..1144;  /note="TSP type-1 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 1160..1199;  /note="PLAC";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00233"
